id,x,y,k,
236,-103.396855,-75.558051,4,
237,31.561963,-39.651877,8,
238,39.913430,50.125504,7,
239,-36.015448,29.652667,9,
240,-1.763700,-178.269639,5,
241,19.152396,-155.703445,6,
242,-84.644818,75.989084,6,
243,-23.335871,123.196047,6,
244,138.137706,29.606389,6,
245,-62.433374,104.412681,6,
246,85.524296,-165.188547,5,
247,134.605115,34.603442,6,
248,35.317331,-29.561962,8,
249,-205.636928,-148.140984,2,
250,-166.225707,-104.846140,3,
251,-154.784588,-138.929194,2,
252,126.848230,170.911856,3,
253,0.176566,41.925922,9,
254,206.691765,167.720359,3,
255,93.845042,44.224755,6,
256,-153.234928,-119.991732,2,
257,-31.829463,-8.230687,9,
258,52.605990,68.040814,6,
259,-85.254609,-93.078013,4,
260,-4.289378,0.351649,9,
261,-134.167244,-97.772069,3,
262,85.530219,9.947168,7,
263,22.420897,12.867275,8,
264,-207.221781,-156.852023,2,
265,236.292111,80.806707,1,
266,18.204678,88.634147,6,
267,-114.538528,-23.124900,6,
268,7.859139,-76.832169,7,
269,-154.698142,-139.047966,3,
270,88.651588,-142.471347,5,
271,5.449245,6.919890,8,
272,111.140913,-80.480598,5,
273,8.785660,17.129374,9,
274,77.886442,-142.570910,5,
275,34.881456,-35.004376,9,
276,73.072370,-90.694107,5,
277,55.308881,-42.741614,7,
278,13.312979,39.035067,9,
279,-66.932009,-156.066156,2,
280,-108.315398,-121.183831,2,
281,97.620327,-65.219640,5,
282,-45.705943,-31.126907,9,
283,-108.655507,-78.318367,3,
284,30.117491,-23.368167,9,
285,-91.684349,-104.052109,3,
286,79.276192,-49.762841,6,
287,-64.887786,-98.132596,4,
288,-92.859130,-137.011241,2,
289,-96.662940,-97.676672,3,
290,-42.225315,-37.019665,9,
291,39.066192,-27.216138,9,
292,-84.836719,-143.757075,2,
293,-62.031011,-131.036754,3,
294,122.968819,-49.177082,5,
295,-77.831715,-148.987436,2,
296,29.623621,-33.763053,9,
297,63.068915,-68.477465,6,
298,0.671270,2.946430,8,
299,-5.558401,-11.252785,8,
300,-2.546589,-1.459459,8,
301,11.690515,-131.777682,4,
302,57.085006,-40.358157,7,
303,57.101765,-40.334119,7,
304,-4.478085,-20.501743,8,
305,5.232546,7.590212,9,
306,-3.740954,-28.548514,8,
307,106.199748,-106.434382,5,
308,-23.563249,33.573431,9,
309,-71.450657,-124.047428,3,
310,-42.886784,-141.991578,3,
311,108.473489,-42.589067,5,
312,54.175422,-74.646832,6,
313,-3.946716,-129.884137,4,
314,-65.854716,-156.701901,2,
315,116.217859,-31.374655,5,
316,-3.003608,-130.058506,4,
317,75.977497,-18.113703,7,
318,-14.607826,4.038335,9,
319,16.779361,-36.892323,8,
320,-47.313436,20.606066,9,
321,19.318786,-131.945721,4,
322,37.804612,-27.382067,9,
323,110.652129,-34.779306,5,
324,-17.529161,-175.596574,2,
325,-4.863716,79.025611,6,
326,22.158890,-131.883061,4,
327,11.148955,-131.747087,4,
328,-25.788947,-148.775551,3,
329,-3.017854,-178.113761,2,
330,2.623365,-130.936644,4,
331,19.824514,-131.939536,4,
332,21.738829,-39.320251,8,
333,-7.719749,-0.431863,9,
334,14.636625,-155.664640,3,
335,53.385434,-126.595520,4,
336,56.280640,-41.476274,7,
337,54.283863,-126.312257,4,
338,77.332115,-52.831993,6,
339,26.600520,-35.364488,8,
340,-36.517838,40.450590,9,
341,-5.929437,9.403477,9,
342,77.908000,-51.958323,6,
343,-44.546039,41.807400,9,
344,-38.929679,5.062583,9,
345,55.609953,-42.358911,7,
346,39.285795,-23.958602,8,
347,65.033202,-20.681288,7,
348,164.336560,-257.883696,3,
349,-18.442938,-295.885232,3,
350,146.038094,-218.962350,3,
351,46.788870,-272.906726,3,
352,43.100705,-213.544405,2,
353,101.862257,-260.702007,2,
354,90.828193,152.078086,5,
355,68.026331,-171.796696,2,
356,374.219343,-249.330149,2,
357,372.159698,-248.393619,2,
358,373.317896,-247.630940,2,
359,73.493243,-194.971753,3,
360,127.847769,47.866447,6,
361,378.902478,-242.015550,2,
362,379.364073,-241.016550,2,
363,377.786646,-240.053002,2,
364,44.009663,-273.198467,1,
365,65.686485,108.513461,6,
366,81.169425,-242.208819,2,
367,71.407736,-256.847776,2,
368,85.936834,-190.705598,3,
369,147.761411,-267.054414,2,
370,138.723062,-160.045907,4,
371,116.252780,-189.645333,4,
372,86.912411,-173.222645,3,
373,21.171648,-161.614660,4,
374,45.876514,-221.740832,4,
375,164.242194,-257.940057,2,
376,109.602080,-152.036270,2,
377,71.991843,-170.494111,2,
378,115.635355,-117.127073,3,
379,102.462210,-156.485240,2,
380,125.948938,-30.887307,5,
381,131.491418,-134.823332,2,
382,26.059098,-95.938674,6,
383,65.099643,-20.253575,7,
384,127.271290,-138.623779,2,
385,207.481148,2.902592,1,
386,116.011007,-147.595108,2,
387,102.446230,-128.085320,3,
388,116.627832,-79.537557,4,
389,106.798889,-92.193013,4,
390,85.011065,-37.758168,6,
391,112.479066,-85.314813,4,
392,175.084709,-191.482785,3,
393,34.130045,-4.113777,9,
394,112.681825,-85.048826,4,
395,97.156142,-131.786088,3,
396,115.250010,-148.146023,2,
397,143.302892,-122.631041,2,
398,122.830359,-109.875622,3,
399,114.117222,-118.530650,3,
400,136.515952,-92.532760,3,
401,96.147457,-132.452069,3,
402,223.141434,-133.165612,3,
403,153.720942,-208.223707,3,
404,92.403095,-77.730587,6,
405,190.701019,-117.996389,2,
406,40.570749,175.537696,1,
407,131.326921,-99.774385,3,
408,203.123069,-142.416299,2,
409,105.535264,-25.163343,6,
410,72.371028,-15.413888,7,
411,115.645291,-117.117752,4,
412,74.293949,-74.471582,6,
413,121.880100,-25.779833,5,
414,37.946349,-56.350640,7,
415,97.473921,-31.517350,6,
416,144.072078,-109.178502,3,
417,176.540061,-37.966261,4,
418,170.298952,-80.204283,2,
419,96.620041,-96.964578,6,
420,5.082534,-174.979035,5,
421,387.698213,-226.659524,2,
422,384.416025,-223.800303,2,
423,384.223305,-224.938858,2,
424,192.446836,-115.066535,2,
425,136.772056,-18.603667,5,
426,155.187560,94.343178,5,
427,-149.717545,-46.116716,5,
428,207.718593,92.771275,4,
429,127.186178,97.983667,5,
430,146.293567,-75.519083,4,
431,74.266805,10.884751,7,
432,204.145445,-52.041986,4,
433,-37.368487,-219.647502,3,
434,249.751902,-105.708464,2,
435,87.641599,39.299938,6,
436,170.570137,-163.069941,3,
437,-0.436203,-142.505176,6,
438,134.554613,-67.010937,5,
439,212.679002,-101.810736,3,
440,163.313443,-81.221935,4,
441,-124.413288,-13.287283,5,
442,250.141806,-115.020223,2,
443,217.428388,-233.290041,2,
444,138.536577,71.631431,5,
445,49.002837,155.052871,5,
446,100.464705,125.797734,5,
447,142.869820,-35.288589,6,
448,252.875678,-49.524713,2,
449,65.416359,-125.818627,6,
450,260.600631,-71.646561,2,
451,-26.805327,151.858967,5,
452,-117.425701,94.447772,5,
453,272.692680,-72.123663,2,
454,209.045352,-140.766681,3,
455,206.992844,-113.357589,3,
456,221.861101,-77.975155,3,
457,-54.290333,72.257024,6,
458,-27.376717,-108.030935,6,
459,244.668983,-84.638858,2,
460,172.314171,-5.026567,5,
461,-64.386056,-184.374447,4,
462,213.944557,-133.111924,3,
463,119.532133,-57.952282,6,
464,71.794509,-91.584335,7,
465,267.146456,-27.374200,2,
466,87.383971,-103.752343,5,
467,199.499536,-29.624645,3,
468,164.264613,-175.672437,4,
469,29.643468,-226.662602,4,
470,209.701073,-108.075966,4,
471,178.738685,-154.281934,4,
472,47.138932,-12.254263,8,
473,247.376217,-138.569530,3,
474,-126.457563,33.858325,5,
475,249.897424,-65.239887,2,
476,-118.077191,-55.199299,5,
477,231.761299,-72.466626,3,
478,238.523604,-37.265680,3,
479,-113.615478,-106.663376,5,
480,-266.718164,-97.095190,2,
481,-262.099313,-142.973135,2,
482,194.321235,-39.552657,2,
483,-86.894310,-171.568626,1,
484,-99.550591,-162.407051,1,
485,142.661483,-19.752077,4,
486,175.236843,-33.046693,3,
487,141.632068,4.105712,4,
488,107.283419,5.321031,6,
489,97.292677,-14.504239,6,
490,89.421366,117.054785,4,
491,182.463032,-38.527080,2,
492,136.784212,-18.331140,4,
493,36.000552,-28.813601,8,
494,44.956654,118.736898,5,
495,59.604554,-198.634724,1,
496,81.141985,-192.463798,1,
497,181.370651,-44.807003,2,
498,13.506220,-81.315569,7,
499,160.310770,-23.025770,3,
500,263.261896,-59.231844,2,
501,239.816937,-16.105356,2,
502,138.671984,-89.217572,6,
503,-26.902929,122.060325,6,
504,231.480108,-26.848776,2,
505,11.050370,129.182353,6,
506,37.905637,95.903783,6,
507,210.773209,-58.707858,3,
508,231.847513,-18.657900,3,
509,187.631938,-28.969952,5,
510,172.185392,281.562827,1,
511,214.276674,-61.073661,4,
512,219.320942,-30.201799,2,
513,214.882033,32.173379,2,
514,199.536990,2.856870,3,
515,118.648801,87.866311,6,
516,146.627084,10.412857,6,
517,231.606800,-1.646437,3,
518,-102.649559,33.112092,6,
519,143.254595,36.444273,6,
520,188.907668,-3.922518,5,
521,6.274960,128.864778,6,
522,208.100186,-8.311339,4,
523,255.486370,-22.595563,4,
524,201.194542,138.203452,4,
525,252.327142,26.556447,4,
526,-8.214759,-249.264711,4,
527,252.086369,-54.300015,4,
528,263.081278,33.833581,2,
529,262.154148,38.430938,2,
530,135.346302,87.325491,4,
531,303.993095,67.143463,2,
532,295.067590,-2.700170,3,
533,217.173541,20.728552,2,
534,11.345142,366.851489,1,
535,304.398028,144.102303,2,
536,239.122932,235.348830,2,
537,342.806432,32.071014,2,
538,349.537545,14.546600,2,
539,258.297419,108.472737,3,
540,174.668341,186.072290,3,
541,270.462390,9.844997,3,
542,210.079754,112.855627,3,
543,111.653515,60.032577,4,
544,36.715419,-26.212093,9,
545,233.926911,86.117575,2,
546,186.535040,98.217250,2,
547,207.377004,57.206720,2,
548,83.394345,-15.785023,7,
549,137.262924,65.057380,3,
550,-249.734750,140.527269,1,
551,141.403932,98.416126,4,
552,392.486944,-218.629619,2,
553,392.598123,-216.426880,2,
554,393.316481,-217.954107,2,
555,399.578087,-190.084101,2,
556,403.029369,-194.659358,3,
557,399.574743,-193.139669,3,
558,409.407523,-185.700608,2,
559,409.752098,-185.228556,2,
560,409.737284,-184.369427,2,
561,-133.714203,93.031867,5,
562,86.180052,156.973695,5,
563,127.925128,160.978409,3,
564,240.805200,69.546937,3,
565,256.994308,142.390919,2,
566,265.647348,128.217643,2,
567,411.261073,-176.231548,2,
568,412.771754,-177.507825,2,
569,412.933769,-175.450872,2,
570,186.299809,32.246781,5,
571,143.292698,96.293253,2,
572,163.258154,67.981447,2,
573,170.891315,118.858416,2,
574,176.776683,111.724721,2,
575,82.947077,227.685340,2,
576,135.155837,165.745078,3,
577,134.066584,166.452874,2,
578,104.472541,169.349735,2,
579,110.269951,166.492513,2,
580,130.899681,154.314492,2,
581,112.534988,165.312630,2,
582,121.061575,160.534640,2,
583,80.491255,178.871644,2,
584,105.898589,168.668220,2,
585,37.887166,187.776300,2,
586,83.181698,177.976922,2,
587,206.175254,150.688416,2,
588,81.240542,178.626676,2,
589,98.479947,159.041978,3,
590,227.432606,168.478887,2,
591,12.645195,188.672062,2,
592,70.012982,181.963990,2,
593,40.842889,187.463558,2,
594,107.962894,51.769292,6,
595,182.940478,174.042149,2,
596,54.612381,185.421177,2,
597,5.792303,188.369659,2,
598,11.144850,188.625792,2,
599,-55.060249,-106.730946,5,
600,83.413415,165.299671,3,
601,25.150580,188.623809,2,
602,24.758700,188.637082,2,
603,9.750912,188.572796,2,
604,19.804608,188.739238,2,
605,-15.549519,185.919502,2,
606,-26.811081,146.928164,2,
607,-34.027460,181.896600,2,
608,69.494439,144.977852,3,
609,-20.850375,221.161219,2,
610,135.709847,174.790510,3,
611,122.470600,116.295082,4,
612,106.101100,144.477654,4,
613,-202.473622,147.977683,2,
614,-136.099293,235.935599,2,
615,116.598942,189.880857,4,
616,4.681944,204.961587,4,
617,184.002394,121.705332,4,
618,58.383209,201.634058,4,
619,-59.066643,211.490166,2,
620,128.322929,-45.396698,6,
621,40.429135,199.456763,3,
622,-87.565941,199.575415,2,
623,57.084450,-199.180519,1,
624,-21.360051,184.849221,4,
625,-89.171414,149.409365,4,
626,-53.690095,-157.872930,5,
627,-64.098225,144.886282,4,
628,73.708794,-127.023510,6,
629,5.510231,188.352209,4,
630,28.038495,200.393746,3,
631,-1.896085,187.751830,4,
632,-203.317151,58.680843,4,
633,-137.199179,133.747386,4,
634,-39.095504,168.051482,3,
635,52.129190,-80.273063,6,
636,-74.026576,125.247915,2,
637,-63.378714,131.772714,2,
638,207.506807,130.227739,4,
639,165.703060,120.244586,4,
640,221.756038,-135.502022,4,
641,108.510935,-24.205815,6,
642,205.637508,-44.050473,1,
643,-51.199476,-83.829835,6,
644,198.711368,46.010558,1,
645,-4.103984,127.614614,3,
646,37.986664,10.592068,9,
647,-66.391794,70.287197,4,
648,7.451331,224.139740,3,
649,417.442911,-166.221267,2,
650,415.170343,-164.404472,2,
651,416.045998,-163.560819,2,
652,416.852064,-163.493209,2,
653,350.481447,-1.261363,2,
654,345.705563,-70.566067,2,
655,343.639992,13.803775,2,
656,337.055926,81.090634,2,
657,-62.064214,309.590308,2,
658,-173.552364,258.613193,2,
659,-71.499364,282.356208,2,
660,-53.625974,311.570214,2,
661,-138.087606,280.434011,2,
662,-107.846573,215.769174,2,
663,-112.357403,185.339331,1,
664,29.159841,176.547587,5,
665,157.319924,116.206854,5,
666,158.317397,-141.474759,5,
667,138.824335,133.613242,5,
668,-195.574840,-19.865740,4,
669,-106.698292,130.132856,5,
670,-175.425242,124.566086,2,
671,-228.259003,192.117882,2,
672,-217.238935,204.664254,2,
673,-34.888307,230.559647,3,
674,-49.104331,112.509445,3,
675,421.425742,-156.814892,2,
676,420.866616,-157.608899,2,
677,421.304301,-156.077206,2,
678,423.201871,-149.130623,2,
679,422.571223,-147.251353,2,
680,422.365275,-147.575402,2,
681,-78.551667,212.461145,3,
682,-8.855085,198.915532,4,
683,-209.993615,129.822781,2,
684,-229.084318,151.340883,2,
685,-75.867179,178.857716,3,
686,-148.819818,-75.419093,4,
687,-86.426077,164.186401,3,
688,-179.455279,118.720340,2,
689,-227.852214,130.908978,2,
690,-170.174486,131.661283,2,
691,-181.773221,115.180263,2,
692,-185.270448,109.563348,2,
693,-169.347830,168.865944,2,
694,-238.442622,80.672637,2,
695,-259.233338,81.243928,2,
696,-158.117463,118.070294,3,
697,-59.262894,203.030156,3,
698,5.774618,230.005122,3,
699,-215.188149,31.542921,1,
700,-286.366008,38.388869,2,
701,-93.656439,223.021992,3,
702,-282.267137,58.505776,2,
703,-112.398879,218.672844,3,
704,-160.588142,183.934271,3,
705,11.305461,98.607603,6,
706,-187.342595,121.146782,3,
707,-96.466839,71.592954,3,
708,-167.242939,28.746081,1,
709,-95.902691,72.350289,3,
710,-171.905474,-15.839316,1,
711,-89.959474,79.747388,3,
712,-142.336337,30.479602,2,
713,-117.273299,31.371804,3,
714,-182.675897,8.119488,2,
715,-171.562245,-1.451830,1,
716,-163.779704,-68.213478,1,
717,-153.868353,67.675485,3,
718,28.510381,232.077823,3,
719,-12.552835,230.374080,3,
720,-178.811885,31.437627,2,
721,-118.157934,50.575141,3,
722,-239.143529,-135.966981,1,
723,-147.715646,-0.907526,2,
724,-329.404349,-91.910544,1,
725,-168.421467,23.144086,3,
726,-138.393551,-98.302595,4,
727,-188.743261,40.842255,2,
728,139.403571,-78.548997,5,
729,-136.008260,-22.515372,4,
730,-258.404228,-82.433997,3,
731,-258.183069,56.961640,3,
732,-240.298151,50.139986,3,
733,-290.659561,-8.102904,2,
734,-243.604123,99.798520,3,
735,-266.444406,-30.074671,3,
736,-290.065690,-32.976745,2,
737,-261.668332,41.423725,3,
738,-283.612233,52.614243,2,
739,-243.190351,-13.314983,2,
740,-243.097741,-6.216933,2,
741,-157.876489,-40.896841,2,
742,-242.611362,-30.560790,2,
743,-42.678186,-193.230652,1,
744,-204.781833,-48.459267,2,
745,44.273191,-87.915493,6,
746,-194.048536,-77.543843,3,
747,-141.773911,-58.846077,2,
748,-144.933736,-84.985145,2,
749,103.604479,42.118217,6,
750,108.544088,160.699738,4,
751,-173.395746,113.531940,3,
752,169.837678,15.530419,4,
753,-192.590770,-93.990418,2,
754,-157.301806,-62.133311,3,
755,-214.394219,9.277600,3,
756,-219.412912,-89.298035,2,
757,-179.832729,-11.195312,3,
758,-217.161691,-95.994797,2,
759,-292.004653,-133.299120,2,
760,-77.667823,-170.398457,4,
761,-182.531418,-86.993693,3,
762,-219.836670,-73.455928,3,
763,-100.746926,-107.966014,4,
764,-164.239977,-99.876758,2,
765,151.978754,291.272706,1,
766,204.682040,23.029347,3,
767,197.475029,-76.007162,1,
768,-194.064615,-144.301716,2,
769,404.701278,-193.798101,2,
770,402.089156,-188.937370,3,
771,405.109101,-191.577919,3,
772,401.948754,-188.946108,3,
773,404.622048,-193.492634,3,
774,402.290374,-195.021635,2,
775,-142.979401,-70.634169,5,
776,-114.737687,-149.062606,2,
777,-133.209451,-128.136068,2,
778,-175.950053,-81.904774,3,
779,-172.509466,-79.754188,4,
780,-156.491331,-48.588854,4,
781,-151.958471,-114.478555,4,
782,-177.528765,255.764924,2,
783,-144.326824,277.028560,2,
784,-215.749242,-176.170427,2,
785,-83.309729,-113.313076,4,
786,148.411249,266.814512,1,
787,-64.754505,209.454826,4,
788,-123.265394,177.724128,4,
789,-140.032387,-174.165210,2,
790,70.283679,-103.751139,5,
791,427.444083,-139.058806,2,
792,426.167348,-140.468769,2,
793,426.747473,-138.283742,2,
794,174.114325,115.034439,3,
795,-113.831759,-252.382214,2,
796,-200.393092,-177.137124,2,
797,330.663139,-85.032123,2,
798,-101.473513,219.161813,1,
799,-66.521193,-156.309881,2,
800,-98.219513,137.097600,1,
801,-48.970736,-165.327961,4,
802,-140.327279,-118.108921,3,
803,-48.718589,-139.064448,3,
804,-114.658603,-224.329415,2,
805,-51.534507,-177.160532,4,
806,-124.219725,138.302555,4,
807,-214.452941,151.665342,3,
808,-240.891817,105.885531,3,
809,-49.831423,-283.903538,2,
810,-57.059969,-200.578540,2,
811,286.589940,55.626364,3,
812,256.731949,127.800765,3,
813,-146.905998,81.075782,1,
814,95.801760,160.266512,4,
815,-45.786576,-166.692535,2,
816,-105.527049,-157.494067,3,
817,-109.712453,-131.525630,3,
818,-63.689788,-197.780759,4,
819,-86.969131,-208.405254,3,
820,-175.272452,150.552856,2,
821,-56.038688,-134.896215,3,
822,-42.283262,-142.275670,3,
823,-70.105747,-154.128718,2,
824,-1.982016,-154.282653,4,
825,-20.508448,-158.582407,3,
826,-152.723277,70.067829,1,
827,-83.314649,-164.438193,3,
828,133.166231,-79.967142,5,
829,10.418245,171.957388,4,
830,-44.210828,-167.339032,2,
831,-98.085548,-273.479331,2,
832,-66.430247,-196.541815,2,
833,13.546038,-250.684813,2,
834,-3.288659,-217.938918,3,
835,-29.708092,-306.240395,2,
836,3.840472,-202.680849,3,
837,7.730809,-214.828315,2,
838,-8.806136,-201.300962,3,
839,-27.608780,-197.634501,3,
840,-23.320251,-210.797762,2,
841,-7.549231,-201.476574,3,
842,-243.021852,-22.558341,1,
843,-10.354495,-213.078052,2,
844,-140.669321,-117.590614,4,
845,-210.244094,-140.190088,1,
846,-171.747767,-21.360785,1,
847,46.824901,-233.025771,3,
848,66.128291,231.593234,2,
849,38.896436,-257.766408,3,
850,-11.719942,-284.727465,2,
851,21.585076,-250.703550,2,
852,30.864570,-202.790139,3,
853,-120.455139,-143.227107,1,
854,-195.638685,-116.806526,1,
855,-168.642089,-195.939359,1,
856,98.941634,-286.542133,2,
857,2.461987,-262.114646,2,
858,76.570415,-267.862993,2,
859,-6.738328,-261.364848,2,
860,-6.272249,-233.546147,2,
861,71.642467,-281.067454,2,
862,-150.721444,-212.612748,1,
863,48.225305,238.421471,3,
864,36.817094,-261.904733,2,
865,1.727975,-238.255087,2,
866,83.047013,-241.683644,2,
867,185.282573,-272.840645,2,
868,-67.047458,-183.066169,1,
869,-7.054299,-201.543378,1,
870,82.672131,-166.421482,2,
871,74.234467,-169.708196,2,
872,-221.626350,-135.672948,3,
873,-244.546212,-72.256262,3,
